ticker;ISIN;nom
;FR0010288381;GROUPAMA CReDIT EURO N
;FR0010289009;SG ACTIONS EUROPE LARGECAP (D)
;FR0010289033;SG VALOR ALPHA ACTIONS FRANCE C
;FR0010289090;UNION OBLI COURT TERME C
;FR0010289660;ASTORG ACTIONS EUROPE N
;FR0010289827;VEGA MONDE FLEXIBLE R-C
;FR0010289843;LA FRANCAISE TAGES STRATeGIE ACTIONS III R
;FR0010290924;UNION TRESORERIE PLUS (D)
;FR0010291161;AMARANCE
;FR0010291179;ANTHRACITE
;FR0010291187;APPRECIO C
;FR0010291195;HANSEATIQUE
;FR0010291567;CM-CIC MONE ISR
;FR0010291591;UNION OBLI MOYEN TERME C
;FR0010292912;SG OBLIG INFLATION P
;FR0010292920;FEDERAL OPPORTUNITE EQUILIBRE
;FR0010294892;MARTIN MAUREL DOLLARPLUS P
;FR0010295212;VEGA GRANDE ASIE R
;FR0010295295;LBPAM OBLI REVENUS
;FR0010295980;GROUPAMA OBLIG MONDE I
;FR0010296012;ARIEL
USA;FR0010296061;Lyxor Etf Msci Usa
;FR0010296517;UNION CONVERTIBLES (D)
;FR0010297564;ODDO CONVERTIBLES A
;FR0010298331;GROUPAMA ASIE I
;FR0010298513;CAUDALIE
;FR0010298554;HSBC HORIZON 2034-2036 A
;FR0010298596;MONETA MULTI CAPS C
;FR0010301473;ODDO BHF EUROPEAN CONVERTIBLES CI
;FR0010302398;BNP PARIBAS ETHEIS (C)
;FR0010302661;LBPAM RESPONSABLE ACTIONS EURO E
;FR0010302679;LBPAM ACTIONS MIDCAP E
;FR0010302695;LBPAM ACTIONS FRANCE E
;FR0010302703;LBPAM ACTIONS PACIFIQUE E
;FR0010302711;LBPAM ACTIONS AMERIQUE E
;FR0010304089;CPR OBLIG 12 MOIS P
;FR0010305185;INDEP COURT TERME
;FR0010305201;BF EVOLUTION
;FR0010305490;LBPAM ACTIONS EUROPE E
;FR0010305946;LBPAM ACTIONS EURO E
;FR0010306142;CARMIGNAC PATRIMOINE E EUR acc
;FR0010306159;UFG ALTERAM ARBITRAGES MASTER
;FR0010306225;LA FRANCAISE INFLECTION POINT ACTIONS EURO LFIP AC
;FR0010307876;ACTIONPRIVEE EUROPE
;FR0010308114;CENTAURE LATITUDE 75
;FR0010308783;GT OPPPORTUNITES A
;FR0010308825;SWISS LIFE FUNDS (F) DEFENSIVE P
;FR0010308833;PLATINIUM EUREKA C
;FR0010311993;SG ACTIONS EUROPE SELECTION C
;FR0010312066;CNP ASSUR PRUDENT B
AEJ;FR0010312124;Lyxor Asia Pa Exj
;FR0010312660;CARMIGNAC INVESTISSEMENT E EUR acc
;FR0010312959;GERER REGULARITE PLUS
;FR0010313007;INDEP CONVERTIBLES
;FR0010313015;INDEP OBLIGATIONS INTERNATIONALES
;FR0010313718;ALCIS PROFIL 80
;FR0010313726;ALCIS PROFIL 30
;FR0010313734;ALCIS PROFIL 60
;FR0010313742;ALCIS ALPHA OBLIGATIONS CREDIT P
;FR0010313775;AMUNDI EURO EQUITY ESR C
;FR0010313783;AMUNDI EURO BOND ESR C
;FR0010315077;TOP MULTI CAPS
;FR0010315093;BNP PARIBAS PROTECTION MONDE CLASSIQUE
WLD;FR0010315770;Lyxor Msci World
;FR0010316182;SG ACTIONS EUROPE MIDCAP P
;FR0010316216;TRUSTEAM OPTIMUM B
;FR0010316224;"VIVACCIO ACTIONS ""GMO ACTIONS"""
;FR0010316893;QUILVEST MULTI EMERGING MARKETS P
;FR0010317487;MANSARTIS AMERIQUE
;FR0010317685;ALLIANZ MULTI HORIZON 2021-2023 C
;FR0010317693;ALLIANZ MULTI HORIZON 2024-2026 C
;FR0010318121;MONDE GAN I (C)
;FR0010319434;CAMGESTION ACTIONS CROISSANCE CLASSIC
;FR0010319483;DEXIA LOCALYS EURO COURT TERME S
;FR0010319996;AMUNDI ABS C
;FR0010320077;EXANE PLEIADE FUND 5 P
;FR0010320366;OBJECTIF JAPON COUVERT
;FR0010320440;SG MONETAIRE DOLLAR E
;FR0010320887;TAUX REELS EUROPEENS AC
;FR0010321802;AGRESSOR
;FR0010321810;ECHIQUIER AGENOR
;FR0010321828;ECHIQUIER MAJOR
;FR0010322438;OSTRUM CASH A1P1 I (C)
;FR0010322503;GSD France
;FR0010322529;PORTFOLIO OBLIG CREDIT
;FR0010323287;CPR GLOBAL INFLATION P
;FR0010323295;AXA FORCE
;FR0010323303;R OPAL EMERGENTS F EUR
;FR0010325597;BNP PARIBAS TELECOMS
;FR0010325605;CPR GLOBAL RETURN BOND P
RUS;FR0010326140;Lyxor Etf Russia
TUR;FR0010326256;Lyxor Etf Turkey
;FR0010328922;UNION OPPORTUNITES
;FR0010329391;HSBC SELECT BALANCED A
;FR0010330258;CPR EUROPE NOUVELLE P
;FR0010330902;AGRESSOR PEA
;FR0010332783;MASSELIA INVESTISSEMENTS
;FR0010332940;MARIGNAN VALEURS EUROPEENNES C
;FR0010334961;UNIVERS CNP 1 A
;FR0010335026;A PLUS PATRIMOINE A
;FR0010336701;ALLIANZ DIVERSIFIE CAUMARTIN
;FR0010339465;SCHELCHER PRINCE CONVERTIBLES ISR EUROPE P
;FR0010340612;BFT FRANCE FUTUR E (C)
;FR0010340620;BFT FRANCE FUTUR E (D)
;FR0010340950;CNP ASSUR-UNIVERS B
;FR0010341024;LMDG OPPORTUNITeS MONDE 10 (EUR)
;FR0010341800;PALATINE OR BLEU A
;FR0010342055;FOX FRANCE
LQQ;FR0010342592;Sgamnasdaq100Lev
;FR0010342600;21 GESTION ACTIVE
;FR0010345769;CNP ASSUR PIERRE A
CRN;FR0010346205;Lyxor Etf Commodities CRB Non-Energy
;FR0010346742;DARWIN ACTIONS EUROPE C
;FR0010346817;WWW PERF
;FR0010347260;SG ACTIONS MONDE MULTIGESTION C
;FR0010347286;OTC ENTREPRISES 2 A
;FR0010349977;TEMPO
;FR0010354555;NATIXIS SOLIDAIRE NATIXIS SOLIDAIRE
;FR0010354811;DORVAL FLEXIBLE EMERGENTS P
;FR0010354837;DNCA EVOLUTIF PEA
;FR0010356501;LMDG MONeTAIRE (C)
;FR0010356717;RB CAPITAL PRUDENCE C
;FR0010357509;GUTENBERG PATRIMOINE
;FR0010359331;CM-CIC EURO ACTIONS (C)
;FR0010359349;CM-CIC CASH
;FR0010359356;CM CIC FRANCE (C)
;FR0010359372;CM-CIC JOUR (C)
;FR0010359430;CM-CIC DYNAMIQUE EUROPE (C)
;FR0010359448;CM CIC EQUILIBRE INTERNATIONAL (C)
;FR0010361022;CM-CIC EURO ACTIONS D
;FR0010361048;CM CIC FRANCE (D)
;FR0010361279;ETOILE ACTIONS FRANCE (C)
;FR0010361303;CM-CIC DYNAMIQUE EUROPE (D)
;FR0010361600;AAZ PRESTIGE OR
;FR0010361667;FOX SeLECTION R
HSI;FR0010361675;Lyxor Etf Hsi
INR;FR0010361683;Lyxor ETF india
KRW;FR0010361691;Lyx.Etf Msci Korea
;FR0010362293;CM-CIC JOUR (D)
;FR0010362301;CM CIC EQUILIBRE INTERNATIONAL (D)
;FR0010362830;ABN AMRO EURO SHORT TERM BONDS AC
;FR0010362863;NEUFLIZE OPTIMUM C
;FR0010362913;NOBC FRANCE INDICE (C)
;FR0010363317;MARTIN MAUREL COMPOSITION AMERIQUE P
;FR0010363366;SYCOMORE L/S OPPORTUNITIES R
;FR0010363648;SLGP CONVERTIBLES PATRIMOINE
;FR0010363846;ABN AMRO EURO SMALLER COMPANIES EQUITIES NEUFLIZE 
;FR0010364760;UNION EURO PLUS C
;FR0010365213;BATI ENTREPRENDRE EURO
;FR0010366245;ABN AMRO TOTAL RETURN GLOBAL BONDS AC
;FR0010367086;LA FRANCAISE EURO INFLATION R ACCUMULATION
;FR0010368175;UNI-MT (D)
;FR0010370528;UNI-MT (C)
;FR0010371146;COLOMBUS ALPHA CREDIT
;FR0010371633;COLOMBUS HIGH YIELD
;FR0010373183;SEXTANT AUTOUR DU MONDE Z
;FR0010373209;SEXTANT GRAND LARGE Z
;FR0010373217;SEXTANT PEA Z
;FR0010375600;AMPLEGEST MULTICAPS AC
;FR0010376020;CPR 7-10 EURO SR P
;FR0010376343;SYNERGY SMALLER CIES A
;FR0010376368;SYNERGY SMALLER CIES R
;FR0010376798;FUNDQUEST BALANCED P
;FR0010376822;FUNDQUEST DYNAMIC P
;FR0010376848;FUNDQUEST EUROPE OPPORTUNITIES P (C)
;FR0010377143;ACROPOLE CONVERTIBLES EUROPE A
;FR0010379537;SG ACTIONS EURO VALUE (D)
;FR0010380675;OBJECTIF ACTIONS EMERGENTES R
;FR0010386904;QUILVEST TRESORERIE (C)
;FR0010389254;UNION MONEPLUS
;FR0010390807;BNP PARIBAS RETRAITE 2025-2027 P
;FR0010392225;VARENNE SELECTION
;FR0010392951;LBPAM TRESORERIE M
;FR0010395608;COVeA PROFIL eQUILIBRE (C)
;FR0010395624;COVeA PROFIL OFFENSIF (C)
;FR0010395673;OCEAN MONETAIRE (C)
;FR0010396382;MANDARINE EQUITY INCOME P
;FR0010396416;LAZARD MULTIGESTION ACTIONS
;FR0010397125;SG ACTIONS EURO SELECTION C
MAL;FR0010397554;Lyx Etf Msci Mala
;FR0010399790;COVEA MULTI HAUT RENDEMENT
;FR0010400762;MONETA LONG SHORT A
;FR0010401075;HUGAU RENDEMENT (C)
;FR0010402990;EXANE PLEIADE FUND 8 P
;FR0010405001;CAMONDO
GRE;FR0010405431;Lyxor ETF MSCI Greece
;FR0010407247;SIMBAD ACTIONS US
;FR0010408252;ALPHA SELECT C
RIO;FR0010408799;Lyxor Etf Brazil
;FR0010408872;SELECT-PORTEFEUILLES OPPORTUNITES
;FR0010409946;FUNDQUEST BOND OPPORTUNITIES P
LTM;FR0010410266;Lyxor Lat America
;FR0010411868;OFI PRIM KAPPASTOCKS R
BX4;FR0010411884;Lyxor CAC40 double short
;FR0010415448;UNION INDICIEL JAPON 225
;FR0010416321;MAM EUROPA VALUE (C)
;FR0010418053;OUDART EUROPE P
;FR0010423228;SG MONETAIRE JOUR ISR E
;FR0010423434;UFF LIBERTY C
BSX;FR0010424135;Sgamestxx50 Bear
;FR0010426072;PORTZAMPARC EUROPE PME C
LEM;FR0010429068;LYXOR ETF MSCI EM
;FR0010431015;SG ACTIONS FRANCE SELECTION C
;FR0010433391;LCL MGEST PEA
;FR0010434019;ECHIQUIER PATRIMOINE
;FR0010435024;LCL MGEST FLEXIBLE 0-100 C
;FR0010435032;LCL MGEST PATRIMOINE C
;FR0010436618;OFI RS EURO EQUITY SMART BETA XL
;FR0010438168;OBJECTIF ALPHA ALLOCATION A
;FR0010439935;DANONE.COMMUNITIES D.ISR PRUDENT
;FR0010439943;DANONE.COMMUNITIES INVESTISSEMENT RESPONSABLE S1
;FR0010440156;DANONE.COMMUNITIES INVESTISSEMENT RESPONSABLE S3
TWN;FR0010444786;Lyxor Etf Msci Tw
;FR0010444836;UNIFED EPARGNE HORIZONS C
;FR0010444992;CM-CIC PIERRE (C)
;FR0010447623;LBPAM OBLI COURT TERME E
;FR0010449777;BATI CREDIT PLUS
;FR0010451351;BARCLAYS THE DREAM +
;FR0010452037;INVEST LATITUDE MONDE A
;FR0010453118;CAPITAL ALPHA PLUS
;FR0010454785;ALBA 2017-2021
;FR0010455808;UNION PEA SECURITE
;FR0010456590;FRUCTIFONDS VALEURS EUROPEENNES F
;FR0010458190;ELITE 1818 FRANCE OPPORTUNITE
;FR0010458216;VEGA MONDE RENDEMENT
;FR0010458281;PALATINE ACTIONS DEFENSIVES EURO A
;FR0010458745;AMUNDI ACTIONS EURO ISR P
;FR0010459693;EDMOND DE ROTHSCHILD START C
;FR0010460493;TIKEHAU CREDIT PLUS A
;FR0010461343;BSO INVESTISSEMENT P
;FR0010461715;NATIXIS SUSTAINABLE TRESORERIE EURO F
;FR0010461723;DELUBAC PEA
;FR0010461889;UFG ALTERAM EVENT MASTER
AFS;FR0010464446;Lyxor South Africa
;FR0010466128;ALTERNA PLUS C
;FR0010466425;INDEP ALLOCATION
;FR0010467001;ANTARIUS ROTATION SECTORIELLE
LVE;FR0010468983;Lyxor Levstoxx50
;FR0010469312;CPR RENAISSANCE JAPON P
;FR0010471144;TIKEHAU CREDIT PLUS E
;FR0010471656;CREDIT COOPERATIF MONNAIE ASSOCIATIONS (C)
;FR0010473876;SYCOMORE L/S MARKET NEUTRAL I
;FR0010473991;SYCOMORE L/S OPPORTUNITIES I
;FR0010474015;SYCOMORE ALLOCATION PATRIMOINE I
;FR0010475772;OUDART ACTIONS FRANCAISES P
;FR0010475848;"DENIM ""differencie zone euro"""
;FR0010478727;BNP PARIBAS DYNAMIQUE 6 MOIS P
;FR0010478768;AMUNDI ACTIONS MINERGIOR P-C
;FR0010479485;HOTTINGUER PATRIMOINE MONDE
;FR0010479865;SOLAR AKICITA
;FR0010479931;EDMOND DE ROTHSCHILD INDIA A
;FR0010481143;NOBC CONVICTIONS CONVERTIBLES AC
;FR0010482968;MULTI TALENTS
;FR0010482984;QUADRATOR
;FR0010487322;FCPI GENERATIONS FUTURES 2 A
;FR0010487512;EPARGNE PATRIMOINE C
;FR0010489542;ALTIVALOR (C)
;FR0010490383;EXANE GULLIVER FUND P
;FR0010491803;ECHIQUIER OBLIG
;FR0010492405;AGIPI ENERGIES
;FR0010492728;LBPAM TRESORERIE E
;FR0010493957;ODDO EUROPEAN BANKS A
;FR0010495044;HSBC EURO SHORT TERM BOND FUND I (EUR) (C)
;FR0010497099;LBPAM RESPONSABLE ACTIONS EURO S
;FR0010500017;STRATEGES ALPHA
;FR0010501296;TIEPOLO RENDEMENT (C)
;FR0010501312;TIEPOLO VALEURS
;FR0010501593;ETOILE PATRIMOINE 50 (C)
;FR0010501619;ETOILE PATRIMOINE 70 (C)
;FR0010501676;ETOILE ACTIONS RENDEMENT (D)
;FR0010501684;ETOILE OPPORTUNITES
;FR0010501858;CPR USA P
;FR0010502088;ETOILE ENVIRONNEMENT
;FR0010502419;VP SMALL CAPS FRANCE
;FR0010505313;"OBJECTIF ALPHA ""HAUT RENDEMENT"" (C)"
;FR0010505420;MONETA LONG SHORT S
;FR0010505487;ALLIANCE CAPITAL PME II A
;FR0010505578;EDMOND DE ROTHSCHILD EURO SUSTAINABLE GROWTH A
;FR0010506063;LBPAM ACTIONS 80 S
;FR0010506071;BSO MULTIGESTION
;FR0010506899;LBPAM ACTIONS EUROPE MONDE S
;FR0010507434;PRAGMATIS PEA INTERNATIONAL
;FR0010507491;INVEST ACTIONS EUROPE A
;FR0010508333;OFI ACTIONS MONDE (C)
;FR0010510370;ALTIVALOR (D)
CSH;FR0010510800;Lyx.Etf Eurocash
;FR0010513523;R SERENITE PEA (C)
;FR0010514315;MONETA MULTI CAPS S
;FR0010515601;CONFIANCE SOLIDAIRE (C)
;FR0010515940;MONCEAU PATRIMOINE
;FR0010516542;DIAMANT BLEU LFP ACTIONS RENDEMENT I
;FR0010521575;FRUCTI ACTIONS ENVIRONNEMENT
;FR0010522615;UNION REACTIF VALORISATION A
;FR0010523191;R CLUB (D)
;FR0010523290;MARIGNAN TAUX C
;FR0010523548;DIVA
NRJ;FR0010524777;Lyxor New Energy
;FR0010526061;ALIENOR ALTER EURO A
;FR0010527226;SCHELCHER PRINCE COURT TERME (D)
WAT;FR0010527275;Lyxor World Water
;FR0010529727;HOTTINGUER MONETAIRE EURO B
;FR0010529792;CONVICTIONS EUROPACTIVE P
;FR0010530188;BARCLAYS THE DREAM 2
;FR0010532028;PREVOIR RENAISSANCE VIETNAM C
;FR0010532101;AMPLEGEST MID CAPS AC
;FR0010532119;AMPLEGEST PROACTIF AC
;FR0010535625;COVEA ACTIONS SOLIDAIRES (C)
;FR0010536144;BNP PARIBAS INDICE EURO CLASSIC
;FR0010536565;ATOUT PREMS ACTIONS C
;FR0010536821;LYXOR EVO FUND WORLD
;FR0010537423;R CLUB F
;FR0010539726;BFT GLOBAL STRATEGIES PRUDENT A-C
;FR0010539742;ARIS STRATEGY
;FR0010540385;SWISS LIFE FUNDS (F) MONEY MARKET EURO P
;FR0010540831;ETOILE MULTI GESTION ACTIFS PLUS C
;FR0010540856;ETOILE MULTI GESTION EUROPE
;FR0010540906;ETOILE ACTIONS US
;FR0010540922;ETOILE ASSURANCE EUROPE
;FR0010540948;ETOILE BANQUE EUROPE
;FR0010540963;ETOILE CONSOMMATION PERSONNELLE
;FR0010541086;ETOILE ENERGIE EUROPE
;FR0010541094;ETOILE INDUSTRIELS EUROPE
;FR0010541185;ETOILE MEDIA EUROPE
;FR0010541193;ETOILE MULTI GESTION ACTIFS C
;FR0010541235;ETOILE OBLI 7-10 ANS
;FR0010541250;ETOILE OBLIGATIONS
;FR0010541284;ETOILE SANTE EUROPE
;FR0010541425;ETOILE USA 500
;FR0010541557;R CLUB (C)
;FR0010541813;ACTIONS 21 A
;FR0010541821;IMMOBILIER 21 AC
;FR0010541839;IMMOBILIER 21 AD
;FR0010544775;BFT LCR C
;FR0010544791;RAYMOND JAMES MICROCAPS A
;FR0010546531;ELAN JAPINDICE C
;FR0010546903;ULYSSE (C)
;FR0010546911;ULYSSE (D)
;FR0010546929;TOCQUEVILLE DIVIDENDE (C)
;FR0010546937;TOCQUEVILLE DIVIDENDE (D)
;FR0010546945;TOCQUEVILLE MEGATRENDS C
;FR0010546960;ODYSSEE (C)
;FR0010546978;ODYSSEE (D)
;FR0010547059;TOCQUEVILLE VALUE AMERIQUE P
;FR0010547067;TOCQUEVILLE VALUE EUROPE P
;FR0010547117;LBPAM MULTI ACTIONS EMERGENTS R
;FR0010547869;SEXTANT PME A
;FR0010549360;ALIZE P
;FR0010549402;AMUNDI ACTIONS OBJECTIF VARIANCE I2
;FR0010549451;MIRABAUD HORIZON C
;FR0010550194;ROYANCE SeLECTION INTERNATIONALE
;FR0010550624;ENTHECA PERENNITe H
;FR0010550632;ENTHECA PeRENNITe R
;FR0010551424;DARWIN DIVERSIFIE 60-80 C
;FR0010551457;DARWIN DIVERSIFIE 80-100 C
;FR0010551689;DARWIN DIVERSIFIE 0-20 C
;FR0010551697;DARWIN DIVERSIFIE 20-40 C
;FR0010551705;DARWIN DIVERSIFIE 40-60 C
;FR0010554303;MANDARINE VALEUR R
;FR0010555920;ENTHECA RENDEMENT COURT TERME R
;FR0010556191;PASTEUR OBLIGATIONS 2
;FR0010557967;DORVAL CONVICTIONS P
;FR0010559336;MONTSEGUR SECURITE C
;FR0010560037;SCHELCHER PRINCE HAUT RENDEMENT P
;FR0010560177;CPR CREDIXX INVEST GRADE P
;FR0010560649;EXANE PLEIADE FUND 2 P
;FR0010560664;FOURPOINTS EURO GLOBAL LEADERS R
;FR0010561415;AMILTON SMALL CAPS R
;FR0010563064;R OPAL BIENS ReELS PART F EUR
;FR0010563734;ALM SeLECTION ISR PART C
;FR0010564229;INTERVALOR (C)
;FR0010564245;PATRIMOINE PRO-ACTIF
;FR0010564328;OBLIVALOR (C)
;FR0010564336;AREVALOR (C)
;FR0010564351;OFI FLEXIBLE GLOBAL MULTI ASSET PART R
;FR0010565366;CPR MIDDLE-CAP FRANCE D
;FR0010565424;THEAM EURO LONG VOL Classic
;FR0010565515;TOCQUEVILLE OLYMPE PATRIMOINE P
;FR0010567438;ENTHECA RARETe
;FR0010567453;DIAMANT BLEU LFP A
;FR0010568683;LANREZAC PATRIMOINE
;FR0010568709;RIVOLI CAPITAL P
;FR0010573782;NATIXIS ACTIONS EUROPE VALUE RC
;FR0010574426;INDEPENDANCE SELECTION
FR0010;FR0010574434;ODDO GENERATION A
;FR0010575571;ORFI
;FR0010575597;SUPERFORMIS IN FINE
;FR0010576280;SUPERFORMIS COUPONS
;FR0010576736;ODDO GENERATION D
;FR0010579805;LBPAM TRESORERIE T
;FR0010581702;"AGRESSOR ""GESTIONE PATRIMONIALE IN FONDI"""
;FR0010581728;ECHIQUIER MAJOR GESTIONE PATRIMONIALE IN FONDI
;FR0010581736;AMAIKA 60 A
;FR0010582262;SYCOMORE PARTNERS FUND X
;FR0010582411;DELTA PRIME ESSF
;FR0010583815;CAPITAL INVEST PME A
;FR0010585281;LFR EURO DEVELOPPEMENT DURABLE P
;FR0010586024;LAZARD DIVIDENDES MIN VAR C
;FR0010588335;KALYXIA
;FR0010588343;EDMOND DE ROTHSCHILD TRICOLORE RENDEMENT (C)
;FR0010588350;EDMOND DE ROTHSCHILD TRICOLORE RENDEMENT (D)
;FR0010589325;GROUPAMA AVENIR EURO M
;FR0010589341;GROUPAMA CROISSANCE M
;FR0010590950;OBJECTIF CREDIT FI . C
;FR0010591123;MONTBLEU ETOILES C
;FR0010591131;MONTBLEU FRANCE (C)
;FR0010591149;MONTBLEU CORDEE (C)
;FR0010591156;MONTBLEU TERRA C
;FR0010591172;GSD EUROPE
SHC;FR0010591362;Lyxor Short CAC40
;FR0010591990;ENERGY VALUE
LVC;FR0010592014;Lyxor Etf Leverage Cac40
;FR0010592022;ECOFI ENJEUX FUTURS C
;FR0010593673;BATI ENTREPRENDRE ASIE
;FR0010593681;BATI ENTREPRENDRE EMERGENTS
;FR0010593699;BATI ENTREPRENDRE USA
;FR0010594309;EDMOND DE ROTHSCHILD INDIA E
;FR0010594333;EDMOND DE ROTHSCHILD TRICOLORE RENDEMENT E
;FR0010596759;ECOFI DEVELOPPEMENT DURABLE I
;FR0010596783;OFI EURO HIGH YIELD I
;FR0010599373;AMUNDI SELECT EURO P
;FR0010599399;AUREUS (C)
;FR0010600197;TOCQUEVILLE ODYSSEE I
;FR0010600205;TOCQUEVILLE DIVIDENDE I
;FR0010600239;TOCQUEVILLE VALUE EUROPE I
;FR0010600247;ULYSSE I
;FR0010601898;SYCOMORE PARTNERS FUND I
;FR0010601906;SYCOMORE PARTNERS FUND R
;FR0010601971;DECOUVERTES (C)
;FR0010602466;THEAM EURO LONG VOL I
;FR0010602540;VALEURS CROISSANCE RENDEMENT (C)
;FR0010602615;GTA FRANCE C
;FR0010604884;VPV ERTRAG
;FR0010605808;RIVOLI CAPITAL I
;FR0010605816;RIVOLI CAPITAL F
;FR0010606178;DIAMANT BLEU FLEXIBLE P
;FR0010606673;AGIPI EUROPE
;FR0010606681;AGIPI INFLATION
;FR0010606764;ADEQUITY ABSOLU
;FR0010607812;GRASSROOTS S
;FR0010608372;GESTION PROACTIVE FC (C)
;FR0010609099;BNP PARIBAS STRUCTURE COURT TERME P
;FR0010609131;ECUREUIL BENEFICES ENVIRONNEMENT (D)
;FR0010609552;ECUREUIL BENEFICES EMPLOI (C)
;FR0010609602;ORCHIDEE I LONG/SHORT A
;FR0010610741;OFP 150 A
;FR0010610758;CPR EUROLAND IC
;FR0010611293;ARTY
;FR0010611301;G PATRIMOINE
;FR0010612754;FOURPOINTS AMERICA R USD
;FR0010612838;ECUREUIL BENEFICES EMPLOI (D)
;FR0010612879;ECUREUIL BENEFICES ENVIRONNEMENT (C)
;FR0010613315;LBPAM ACTIONS INDICE EURO E
;FR0010613323;LBPAM ACTIONS INDICE FRANCE E
;FR0010613331;LBPAM ACTIONS MONDE E
;FR0010613349;LBPAM OBLI MONDE E
;FR0010613356;LBPAM OBLI MOYEN TERME E
;FR0010613372;LBPAM ACTIONS FINANCE E
;FR0010613380;LBPAM ACTIONS SANTE E
;FR0010613414;LBPAM ACTIONS TELECOM E
;FR0010613430;LBPAM OBLI EUROPE E
;FR0010613521;HUGAU OBLI 1-3 I
;FR0010613877;LBPAM OBLI LONG TERME (C)
;FR0010613885;LBPAM OBLI LONG TERME (D)
;FR0010615385;LBPAM OBLI LONG TERME E
;FR0010615393;HSBC OBLIG INFLATION EURO HC
;FR0010616177;BNP PARIBAS MIDCAP FRANCE (C)
;FR0010617357;LBPAM CONVERTIBLES EUROPE E
;FR0010619882;NATIXIS ACTIONS US VALUE R-E
;FR0010619908;AREAS PRUDENCE
;FR0010619916;CPR ACTIVE EUROPE P
;FR0010620724;CRYSTAL INVESTISSEMENT
;FR0010622480;LBPAM TRESORERIE (D)
;FR0010622514;LBPAM TRESORERIE (C)
;FR0010622639;LBPAM TRESORERIE P
;FR0010622670;LBPAM MULTI ACTIONS EUROPE A
;FR0010622688;LBPAM MULTI ACTIONS MONDE A
;FR0010622696;LBPAM RESPONSABLE ACTIONS MONDE A
;FR0010622704;LBPAM MULTI ACTIONS POTENTIEL A
;FR0010622712;LBPAM MULTI ACTIFS A
;FR0010626218;REACTIS EMERGING R
;FR0010626291;LMDG FLEX PATRIMOINE (EUR) R EUR
;FR0010626309;LBPAM MULTI ACTIONS EUROPE R
;FR0010626317;LBPAM MULTI ACTIONS MONDE R
;FR0010626325;LBPAM RESPONSABLE ACTIONS MONDE R
;FR0010626333;LBPAM MULTI ACTIFS R
;FR0010626416;LBPAM MULTI ACTIONS POTENTIEL R
;FR0010626796;VEGA EUROPE CONVICTIONS
;FR0010626853;CCR FLEX CROISSANCE R EUR
;FR0010627257;OFP 150 B
;FR0010627281;OFP 150 C
;FR0010629147;CORTAL CONSORS OPEN CROISSANCE C
;FR0010629808;SULLY SELECTION
;FR0010632364;MeTROPOLE EURO SRI A
;FR0010633818;CAMGESTION CAPI OBLIG
;FR0010634162;UNION MONECOURT I
;FR0010634287;AREAS DYNAMIQUE A
;FR0010636381;TONI ACTIONS 100 A
;FR0010636399;SWISS LIFE FUNDS (F) BOND GLOBAL INFLATION P
;FR0010636407;FeDeRAL OPTIMAL PLUS ESG P
;FR0010636720;GROUPAMA FP ACTIONS EMERGENTES I
;FR0010637900;OBJECTIF CONVERTIBLE EUROPE A
;FR0010638676;BFT CREDIT OPPORTUNITES C
;FR0010638718;LMDG FLEX PATRIMOINE (EUR) P
;FR0010638726;LMDG FLEX PATRIMOINE (EUR) I
;FR0010640029;HIXANCE PATRIMOINE C
;FR0010642306;LCL OBLIGATIONS MOYEN TERME EURO I
;FR0010644674;UBAM CONVERTIBLES EURO 10-40 AC (EUR)
;FR0010645325;AVIVA INVESTORS ALPHA YIELD
;FR0010645515;SWISS LIFE FUNDS (F) EQUITY EURO ZONE MINIMUM VOLA
;FR0010646299;GROUPAMA FP FLEXIBLE ALLOCATION I
;FR0010649079;PALATINE OR BLEU C
;FR0010649772;TOCQUEVILLE GOLD P
;FR0010651224;BDL CONVICTIONS
;FR0010651257;OPTIMIZ 8-14%
;FR0010651307;HSBC MULTI-ASSET DYNAMIC EURO AC
;FR0010652479;PLEIADE SELECT
;FR0010652495;COVEA MULTI EMERGENTS A
;FR0010652743;CAMGESTION OBLIGATIONS EUROPE O (C)
APX;FR0010652867;LYXOR ETF APEX 50
;FR0010653600;123 TRANSMISSION A
;FR0010653618;EGAMO MULTI MONETAIRE X
;FR0010654830;LFIP ACTIONS EURO R
CG1;FR0010655712;AMUNDI ETF MS GER
CN1;FR0010655738;AMUNDI ETF MS NOR
CSW;FR0010655753;AMUNDI ETF MS SWI
;FR0010657122;MANDARINE OPPORTUNITES R
;FR0010657387;NATIXIS SOUVERAINS EURO 1-3 R
;FR0010657601;LA FRANCAISE MULTISTRATeGIES OBLIGATAIRES R ACCUMU
;FR0010659805;MANDARINE OPPORTUNITES M
;FR0010660167;CM-CIC GESTION 365 (D)
;FR0010664052;EDMOND DE ROTHSCHILD GOLDSPHERE E
;FR0010664086;EDMOND DE ROTHSCHILD GOLDSPHERE B
;FR0010665539;ENERGIES RENOUVELABLES B
;FR0010665661;FRUCTIFRANCE IMMOBILIER P
;FR0010666560;NATIXIS ACTIONS SMALL & MID CAP EURO R
;FR0010668145;BNP PARIBAS AQUA P
;FR0010669150;CARAC ACTIONS EURO C
;FR0010669168;CARAC ACTIONS INTERNATIONALES ISR C
;FR0010670653;OPTIMAL PLUS (C)
;FR0010670927;LBPAM PREMIERE MONETAIRE J
;FR0010671164;GALAXIE G
;FR0010671420;LBPAM PEA COURT TERME R
